,Age,Gender,Height_CM,Weight_KG,Body_Fat,Diastolic,Systolic,Grip_Force,Sit_and_BendForward_CM,Sit_Up_Counts,Broad_Jump_CM,Performance
3993,27,M,170.4,66.1,15.9,88,139,47.1,29.1,53,238,Strong
3994,29,F,168.8,51.0,23.2,58,110,30.1,22.8,43,167,Strong
3995,63,F,157.4,48.2,17.5,92,149,25.4,28.0,27,157,Strong
3996,49,M,170.4,75.9,25.7,86,131,33.8,3.5,30,187,Weak
3997,27,M,171.7,77.3,15.1,76,139,48.4,24.3,59,255,Strong
3998,27,M,164.7,59.1,30.5,81,144,26.8,24.1,41,151,Weak
3999,26,M,170.7,71.84,22.0,91,148,45.5,18.9,54,242,Strong
4000,51,F,160.4,60.7,35.2,58,117,24.7,16.4,4,123,Weak
4001,26,M,176.0,72.4,17.4,73,129,49.0,19.6,75,242,Strong
4002,37,M,162.5,57.7,12.8,81,122,38.6,15.5,59,221,Strong
4003,23,M,177.0,80.8,17.2,79,139,54.2,8.0,51,235,Average
4004,60,M,168.1,60.1,9.9,84,134,42.2,16.4,32,222,Strong
4005,61,M,158.6,64.3,23.9,78,137,33.2,8.5,25,167,Good
4006,63,F,159.9,61.3,35.3,64,129,20.1,19.1,19,118,Average
4007,21,F,154.4,54.2,32.9,95,128,30.2,16.4,43,117,Good
4008,60,M,167.6,68.1,27.7,65,119,40.5,-3.2,19,151,Weak
4009,48,F,168.8,46.1,26.0,75,116,24.0,24.7,32,174,Average
4010,38,F,156.5,49.5,26.2,75,119,26.5,17.9,32,166,Good
4011,21,F,170.2,65.8,27.1,77,117,26.9,19.8,40,177,Average
4012,47,F,172.0,57.66,20.5,60,104,25.2,26.7,19,169,Average
4013,50,M,170.4,69.5,25.1,84,129,37.5,14.9,36,205,Good
4014,33,M,179.6,75.9,18.7,75,108,47.0,16.4,39,243,Average
4015,40,F,173.2,65.22,27.4,67,111,28.4,17.8,31,176,Average
4016,35,M,165.6,88.5,40.1,87,136,33.9,7.4,6,151,Weak
4017,41,M,170.6,70.3,20.1,95,145,48.2,14.2,41,189,Good
4018,22,M,171.4,56.6,17.0,76,114,27.9,15.0,48,259,Weak
4019,46,M,170.3,69.6,21.1,70,130,45.3,12.4,38,193,Average
4020,27,M,162.6,79.6,35.6,68,114,18.7,-3.6,17,101,Weak
4021,50,F,159.4,61.3,31.3,93,150,27.7,18.3,15,136,Average
4022,32,M,183.8,96.2,23.6,77,147,61.0,7.6,51,204,Average
4023,35,F,159.9,56.5,22.5,75,128,45.5,24.1,26,159,Weak
4024,31,M,177.2,101.1,32.0,99,155,45.0,9.5,42,213,Weak
4025,40,M,169.8,86.4,30.4,97,153,49.2,2.9,27,191,Weak
4026,24,F,154.4,49.52,32.0,55,118,22.9,20.4,35,178,Good
4027,33,M,181.7,81.2,21.7,79,125,54.4,15.5,43,226,Average
4028,31,M,171.5,61.0,16.8,76,130,33.3,21.0,51,218,Good
4029,26,F,159.2,51.98,31.5,81,118,24.2,24.5,29,148,Average
4030,23,F,157.1,57.7,33.7,67,106,29.0,33.0,33,153,Average
4031,22,F,155.0,51.5,23.6,70,122,31.7,16.8,32,136,Average
4032,21,M,177.3,69.9,13.3,74,147,32.3,7.7,49,215,Average
4033,30,M,177.0,74.8,21.0,76,129,45.1,5.7,55,214,Average
4034,21,F,159.9,53.5,27.9,62,103,24.2,18.7,36,154,Good
4035,21,F,166.8,57.9,27.2,78,130,29.7,16.5,57,179,Good
4036,50,F,164.8,60.2,23.6,58,106,24.7,20.4,13,146,Average
4037,21,M,182.4,76.1,22.2,86,135,39.1,19.5,46,226,Average
4038,39,M,183.2,98.76,27.0,99,159,48.8,9.9,33,205,Weak
4039,46,F,166.8,64.5,20.3,90,134,28.7,12.7,18,161,Average
4040,22,M,166.5,67.0,22.2,72,133,37.8,17.2,63,237,Strong
4041,34,M,171.7,81.1,24.1,77,126,40.0,10.3,38,236,Average
4042,61,F,153.8,52.3,28.0,80,124,27.7,17.4,18,124,Good
4043,58,M,163.0,57.5,9.963,94,138,39.5,22.9,48,180,Strong
4044,47,M,167.1,74.6,22.2,98,140,44.0,12.7,46,192,Good
4045,59,F,157.0,50.7,36.4,85,154,25.9,18.9,20,155,Good
4046,25,M,171.4,69.0,18.3,99,130,40.0,10.9,50,239,Good
4047,24,F,177.4,62.7,23.4,86,139,30.8,21.5,49,213,Strong
4048,59,F,159.0,58.4,32.8,90,148,24.8,25.0,12,127,Average
4049,29,M,178.9,83.1,13.8,81,148,52.9,21.2,55,254,Strong
4050,22,M,178.4,86.8,24.4,79,152,44.7,-6.9,38,233,Weak
4051,37,M,171.5,89.2,30.2,83,145,47.6,11.8,36,199,Weak
4052,62,F,161.9,61.6,31.4,82,132,24.4,20.5,15,98,Weak
4053,32,F,164.8,69.6,33.2,91,142,29.4,15.5,28,174,Weak
4054,51,M,171.5,68.8,24.3,68,103,29.5,-2.0,20,175,Weak
4055,41,M,179.7,72.2,18.6,97,145,46.8,14.9,45,245,Good
4056,23,M,172.3,80.2,23.3,90,130,55.2,21.6,54,219,Average
4057,52,F,152.8,46.2,20.0,61,109,24.5,27.0,29,165,Strong
4058,24,F,167.6,71.9,29.0,65,129,42.6,24.5,44,178,Strong
4059,22,M,175.8,69.66,13.3,70,127,44.8,18.7,52,262,Good
4060,25,F,161.6,45.4,27.9,64,123,24.3,21.3,60,179,Strong
4061,39,F,158.5,53.6,26.4,74,116,21.3,25.9,31,171,Strong
4062,28,M,175.4,60.6,13.5,76,123,44.4,17.5,53,227,Strong
4063,21,M,179.6,89.4,13.5,85,158,57.9,29.4,59,270,Strong
4064,63,M,163.2,56.8,22.5,94,158,31.7,9.4,30,178,Good
4065,62,F,157.2,50.4,26.7,83,140,29.4,19.8,18,159,Strong
4066,64,M,169.8,66.9,21.1,83,146,36.0,15.6,34,175,Strong
4067,29,M,173.9,75.1,16.1,90,159,55.3,16.0,47,245,Good
4068,62,F,152.5,60.1,34.9,83,150,23.1,17.7,13,127,Good
4069,29,M,171.4,75.88,27.3,88,146,39.7,23.8,45,201,Weak
4070,30,M,172.5,67.4,12.7,85,130,45.8,16.6,54,255,Good
4071,22,M,171.2,67.1,13.6,69,141,52.1,16.2,72,275,Strong
4072,61,F,153.8,50.0,27.3,65,124,24.7,13.8,23,125,Average
4073,23,M,185.7,108.9,29.2,97,151,46.6,6.2,35,208,Weak
4074,54,F,159.1,64.22,36.9,75,131,24.6,19.8,5,133,Weak
4075,61,F,154.4,52.3,31.7,76,155,23.2,18.2,18,133,Good
4076,60,F,157.7,60.3,33.8,99,138,19.3,18.3,22,110,Weak
4077,63,F,154.5,64.5,44.5,100,158,25.6,16.7,12,108,Good
4078,40,F,158.0,53.8,25.8,78,115,28.6,17.0,29,170,Good
4079,54,M,167.1,64.6,19.1,72,139,37.5,14.0,46,201,Good
4080,27,M,179.0,72.52,11.4,85,132,50.9,15.9,53,252,Strong
4081,39,M,176.0,67.9,18.1,93,141,41.7,5.5,35,237,Average
4082,52,F,161.8,69.3,49.3,66,123,23.9,0.1,21,101,Weak
4083,22,F,159.9,59.8,23.5,85,127,33.5,22.0,46,188,Strong
4084,25,M,176.6,70.8,8.8,74,121,36.3,17.0,55,248,Average
4085,40,M,178.9,73.8,11.5,70,110,45.0,13.4,34,194,Average
4086,29,M,174.3,75.5,9.4,71,142,43.4,20.8,60,256,Good
4087,43,M,161.8,68.4,24.3,95,145,41.8,13.5,46,197,Good
4088,26,F,166.0,66.1,26.7,74,141,32.7,14.1,44,172,Good
4089,26,F,164.9,59.5,25.6,75,123,32.9,16.7,44,198,Good
4090,32,F,157.6,49.44,22.3,74,120,32.4,15.5,40,125,Good
4091,24,M,177.3,70.8,18.8,70,142,38.6,7.0,56,196,Average
4092,55,F,154.7,54.9,33.3,86,149,18.3,23.5,19,139,Weak
4093,32,M,183.9,87.6,29.3,96,146,46.6,10.4,36,201,Weak
4094,44,M,173.8,76.6,19.9,88,157,34.9,10.0,42,214,Average
4095,54,F,153.4,62.6,31.9,70,158,27.7,18.0,26,164,Good
4096,26,M,176.5,70.3,22.3,66,112,44.0,27.0,45,206,Average
4097,63,F,158.4,76.4,39.8,72,111,20.2,28.5,10,105,Weak
4098,43,F,153.2,51.7,27.2,62,113,26.7,15.6,31,160,Good
4099,61,F,150.7,50.2,27.5,71,129,22.9,19.6,8,122,Average
4100,52,M,178.1,76.5,21.1,80,117,52.0,15.4,38,200,Strong
4101,25,M,172.9,69.7,19.4,90,115,45.7,14.3,31,211,Weak
4102,27,F,165.8,64.1,32.3,83,122,27.6,21.7,52,172,Good
4103,26,M,178.5,81.2,13.9,90,140,48.7,17.5,49,234,Good
4104,21,F,171.0,64.26,24.7,74,122,24.5,14.9,44,186,Average
4105,28,M,175.5,80.0,14.1,64,122,50.1,19.2,57,254,Good
4106,21,M,169.7,69.7,22.1,76,134,32.4,19.4,57,231,Weak
4107,61,F,154.3,41.4,23.0,65,121,25.8,23.0,21,123,Strong
4108,21,M,167.4,74.9,16.4,77,139,44.9,21.6,63,252,Strong
4109,21,F,163.3,54.1,24.3,71,123,28.0,30.8,47,199,Strong
4110,27,M,182.3,83.2,18.1,84,145,41.9,11.3,47,237,Good
4111,21,M,174.9,70.3,20.6,61,105,45.8,8.0,45,210,Average
4112,27,F,166.5,58.5,19.7,79,125,31.4,22.0,32,150,Good
4113,32,F,162.7,54.7,28.5,96,144,24.8,12.0,34,146,Average
4114,22,F,155.1,59.9,29.5,72,116,30.5,21.8,54,177,Strong
4115,48,F,157.0,59.3,37.7,98,152,18.8,15.0,2,134,Weak
4116,58,F,160.6,55.8,28.6,73,119,20.3,20.3,25,147,Good
4117,32,M,172.8,77.3,20.7,95,155,46.0,22.6,47,229,Good
4118,62,M,172.0,65.2,19.7,99,181,32.0,2.0,38,187,Weak
4119,56,M,168.6,73.8,25.7,75,130,43.7,16.9,51,213,Good
4120,60,M,171.0,77.3,19.7,93,156,46.2,22.2,33,193,Strong
4121,31,F,168.0,58.9,27.4,76,118,28.7,21.1,36,175,Strong
4122,28,M,180.6,70.3,19.3,60,124,42.6,12.0,45,240,Good
4123,24,M,181.4,88.8,17.5,86,140,45.8,7.2,44,247,Average
4124,27,M,174.3,66.2,8.7,97,154,42.1,16.3,67,256,Strong
4125,36,M,174.5,76.8,25.4,77,117,38.6,6.2,51,219,Weak
4126,63,M,168.4,61.5,19.2,87,157,35.9,14.6,26,163,Good
4127,23,M,173.3,90.4,29.4,75,148,34.2,3.6,43,179,Weak
4128,51,M,169.4,72.6,23.7,99,152,38.0,15.7,36,189,Weak
4129,24,F,164.1,49.38,19.1,69,112,28.5,21.1,46,171,Strong
4130,25,F,157.6,59.8,32.6,60,105,27.2,19.1,51,170,Good
4131,22,F,167.9,53.9,22.9,69,96,36.9,22.9,47,190,Average
4132,41,F,156.3,52.7,31.2,63,101,20.7,26.8,40,149,Good
4133,22,M,176.0,79.6,25.5,100,156,51.7,19.3,56,277,Strong
4134,40,F,166.0,58.5,25.8,83,123,31.0,22.0,33,156,Strong
4135,36,M,173.0,73.9,16.9,71,109,50.0,21.0,60,240,Strong
4136,59,M,175.0,70.6,19.2,91,150,40.6,12.2,30,179,Average
4137,32,M,175.0,65.5,17.9,94,129,42.2,18.3,52,245,Strong
4138,64,M,167.7,73.8,29.7,81,136,39.5,6.4,30,185,Weak
4139,41,M,168.3,63.3,14.7,73,115,45.3,17.0,44,215,Strong
4140,26,M,180.6,80.1,7.9,72,134,57.3,21.0,51,261,Strong
4141,23,F,160.6,58.3,29.3,69,124,33.4,20.9,39,175,Strong
4142,63,F,153.5,58.16,38.0,64,149,23.1,-2.1,11,98,Weak
4143,58,F,154.8,57.36,27.8,95,148,22.7,18.5,26,128,Good
4144,40,M,178.9,76.9,19.5,68,119,43.0,16.2,49,232,Strong
4145,39,M,180.9,79.7,17.8,70,132,41.5,16.1,43,227,Average
4146,29,F,161.1,73.52,39.3,74,125,27.7,20.5,30,178,Weak
4147,60,M,174.5,75.1,25.6,74,123,36.8,11.8,32,174,Good
4148,44,M,172.7,82.7,29.8,77,131,46.5,-11.0,30,215,Weak
4149,30,F,166.3,55.2,24.2,70,116,27.2,19.1,47,173,Strong
4150,57,F,153.5,52.9,30.1,66,102,21.5,20.6,31,124,Good
4151,46,F,162.3,60.3,28.1,79,125,17.6,17.4,21,142,Average
4152,54,M,160.4,57.1,15.7,82,121,45.0,24.0,55,208,Strong
4153,21,F,160.3,48.7,26.7,70,107,27.3,18.8,32,175,Good
4154,25,M,176.3,80.0,29.0,99,150,44.1,-0.9,32,175,Weak
4155,27,F,154.7,46.8,28.4,66,121,22.3,7.5,15,150,Weak
4156,53,F,158.4,51.7,22.7,70,110,24.5,20.4,30,155,Strong
4157,21,M,183.1,82.8,21.2,70,115,52.3,18.2,55,254,Average
4158,27,M,170.3,73.1,18.4,74,123,41.6,0.8,44,208,Weak
4159,27,M,148.0,66.3,10.7,84,122,43.5,22.0,56,250,Strong
4160,47,F,155.6,66.8,36.1,97,142,26.6,-1.3,18,143,Weak
4161,35,M,182.2,82.0,25.9,75,124,50.8,-5.0,45,184,Weak
4162,64,M,167.8,64.2,20.0,96,158,42.6,18.6,28,180,Good
4163,62,M,170.2,59.9,17.3,60,111,32.9,16.2,29,145,Good
4164,30,M,175.5,75.1,21.6,87,118,44.3,19.8,45,228,Good
4165,56,M,179.9,84.2,24.7,91,135,48.7,17.3,37,198,Strong
4166,25,M,175.1,64.8,6.9,65,118,42.0,19.8,49,252,Good
4167,22,M,175.0,82.3,26.6,80,142,40.2,8.6,55,207,Weak
4168,26,M,179.3,84.3,19.3,87,150,45.9,9.8,52,211,Average
4169,59,F,161.9,56.1,22.9,71,133,32.8,23.7,32,147,Strong
4170,38,M,168.3,64.68,24.1,93,152,41.6,7.8,39,208,Average
4171,25,M,167.0,88.0,26.8,65,117,45.7,8.4,40,198,Weak
4172,30,F,160.8,63.3,35.5,78,126,33.7,21.7,36,161,Strong
4173,37,M,180.9,87.0,24.2,64,120,48.2,16.6,51,233,Average
4174,22,F,160.5,53.6,32.5,60,99,22.9,18.0,32,130,Good
4175,40,F,162.7,55.5,29.0,64,112,28.4,29.4,37,134,Average
4176,62,M,174.9,71.9,23.1,87,150,36.4,-15.1,20,162,Weak
4177,51,M,165.9,59.9,16.7,60,111,35.0,18.0,41,181,Strong
4178,56,F,164.0,71.4,37.7,62,104,26.7,24.1,16,102,Good
4179,62,F,150.0,50.7,39.3,89,150,20.4,17.0,14,123,Good
4180,50,F,158.5,66.7,30.5,87,158,24.7,14.8,15,142,Average
4181,31,F,159.1,45.5,22.2,72,111,18.6,18.3,37,151,Average
4182,57,M,173.7,67.7,19.4,93,158,40.7,16.3,36,220,Good
4183,23,M,177.8,61.7,12.0,71,117,41.9,11.3,44,227,Average
4184,28,M,178.3,73.5,12.7,91,147,37.4,16.9,55,258,Strong
4185,44,F,165.8,62.0,24.6,60,105,28.3,14.8,21,142,Average
4186,31,F,169.6,51.3,19.4,80,126,29.1,14.2,29,176,Good
4187,21,M,163.8,61.18,22.1,79,125,39.4,12.2,46,200,Average
4188,24,M,172.2,65.8,13.0,52,121,36.7,18.0,46,233,Average
4189,22,F,166.8,63.0,25.7,62,100,30.5,24.7,45,188,Average
4190,27,M,182.0,83.9,17.8,78,144,56.1,14.0,56,240,Average
4191,33,F,169.2,67.3,31.2,70,122,25.0,19.6,40,155,Good
4192,23,M,169.7,71.68,29.7,87,134,37.5,22.2,30,198,Weak
4193,36,M,180.8,79.3,19.6,72,147,55.0,21.4,50,227,Strong
4194,47,M,165.1,60.9,14.8,99,147,43.0,20.4,47,200,Strong
4195,43,F,158.4,50.9,25.4,64,104,22.4,16.4,31,143,Good
4196,52,M,153.5,48.9,24.8,88,153,24.7,-7.1,31,140,Weak
4197,39,F,161.4,63.1,32.8,63,100,34.1,5.5,12,148,Weak
4198,27,M,176.1,91.8,35.0,82,140,40.5,-17.3,32,181,Weak
4199,46,M,171.2,60.0,15.3,71,122,42.9,13.5,49,188,Good
4200,45,M,175.1,71.7,19.7,82,129,46.6,14.8,41,206,Good
4201,30,F,164.4,52.7,19.9,88,120,27.1,29.3,42,183,Strong
4202,21,M,168.3,72.7,20.1,90,133,48.1,13.1,44,218,Average
4203,46,M,164.4,63.6,23.4,70,115,36.0,42.0,42,210,Strong
4204,31,F,161.4,53.8,26.3,64,99,24.5,22.7,58,148,Average
4205,22,F,163.5,60.4,34.0,80,125,22.4,10.6,38,173,Average
4206,35,F,160.2,57.2,30.1,92,143,27.5,21.0,44,150,Strong
4207,27,M,165.5,59.3,12.2,70,127,40.9,16.1,39,229,Average
4208,29,M,176.4,66.2,20.4,64,117,44.1,6.2,43,211,Average
4209,28,M,173.9,73.74,15.7,71,139,48.7,9.1,48,234,Average
4210,60,F,153.2,50.8,27.7,77,144,14.3,21.7,23,119,Average
4211,25,F,153.4,51.1,23.9,60,110,27.0,23.9,39,179,Strong
4212,25,M,163.1,64.4,11.7,85,155,41.1,23.7,60,260,Strong
4213,31,F,161.5,63.9,25.5,76,119,30.0,31.4,39,177,Strong
4214,21,M,174.4,55.4,11.8,97,132,33.5,13.8,39,210,Weak
4215,36,M,174.3,79.9,21.1,81,104,51.6,3.0,50,180,Weak
4216,58,F,154.9,59.4,32.3,79,118,19.4,14.6,13,120,Average
4217,54,M,175.2,71.6,23.5,99,150,43.0,15.0,31,183,Average
4218,21,M,176.8,67.78,13.1,75,147,30.9,21.8,60,230,Weak
4219,42,M,168.9,69.9,23.2,81,158,48.7,15.8,33,225,Average
4220,25,F,168.8,62.1,22.5,62,115,28.8,23.8,41,196,Strong
4221,24,F,168.1,55.1,27.2,70,115,26.1,22.5,28,157,Average
4222,23,F,159.1,69.88,32.3,65,109,27.9,20.1,41,169,Good
4223,51,M,182.7,73.4,14.6,76,129,45.2,16.7,47,228,Good
4224,50,M,156.7,56.1,20.0,99,156,37.1,21.2,55,208,Strong
4225,23,M,179.1,68.4,18.9,98,139,42.9,7.1,46,217,Average
4226,32,M,171.1,75.2,22.4,85,119,48.9,16.6,54,238,Weak
4227,31,M,166.8,66.0,27.1,79,130,32.7,2.1,32,183,Weak
4228,24,F,167.2,70.0,35.3,54,103,23.3,-0.5,22,120,Weak
4229,60,M,172.4,80.2,25.7,71,137,41.6,7.7,30,169,Good
4230,45,F,158.1,62.9,35.4,95,138,22.7,23.4,17,86,Weak
4231,58,M,177.8,79.2,19.6,77,123,49.0,13.0,48,202,Good
4232,28,M,185.1,83.0,17.2,85,154,52.4,13.8,45,214,Good
4233,62,F,144.9,47.9,36.6,93,159,15.4,11.5,5,91,Weak
4234,30,M,172.5,73.0,16.9,88,154,44.5,25.1,63,226,Strong
4235,21,F,165.5,60.9,29.6,68,116,29.7,19.8,51,180,Strong
4236,33,M,169.1,66.1,18.6,65,123,43.4,10.3,48,235,Good
4237,35,M,176.9,67.8,11.4,98,151,43.5,19.2,46,216,Strong
4238,44,M,174.6,75.0,18.5,80,142,48.0,12.0,38,218,Good
4239,27,F,159.8,54.8,24.4,55,104,27.5,22.7,38,191,Strong
4240,50,M,178.2,94.72,30.6,87,137,35.8,-5.9,30,184,Weak
4241,50,M,166.0,66.2,23.5,78,124,40.6,17.3,47,202,Strong
4242,36,F,168.0,54.1,25.2,80,120,19.6,14.7,22,154,Average
4243,27,M,169.5,56.52,16.6,88,127,35.3,-0.3,38,202,Weak
4244,46,M,177.7,72.2,17.4,80,117,47.8,15.7,45,215,Strong
4245,23,F,159.1,46.72,22.8,78,120,28.5,20.6,48,163,Good
4246,62,M,172.4,74.9,25.5,78,153,39.1,-4.7,10,141,Weak
4247,21,F,156.1,52.5,31.9,87,125,18.4,20.2,39,182,Average
4248,21,M,178.5,69.3,14.3,81,137,40.8,18.1,54,232,Good
4249,41,M,172.9,72.4,21.0,79,138,48.0,-8.3,51,215,Weak
4250,36,M,172.1,77.0,18.0,69,135,38.7,13.6,50,243,Good
4251,24,M,170.9,71.8,20.3,78,143,42.7,18.2,45,218,Average
4252,23,M,180.3,57.8,9.8,77,135,39.7,7.8,46,221,Average
4253,21,M,175.6,72.8,15.4,65,122,44.4,26.3,68,257,Good
4254,57,F,153.6,50.84,25.3,76,118,27.1,20.7,13,128,Average
4255,64,F,163.6,54.1,26.6,67,140,28.6,17.5,13,105,Good
4256,46,M,166.8,92.0,35.5,71,124,37.6,-6.0,31,155,Weak
4257,23,F,162.7,54.4,26.9,73,122,31.5,24.4,48,140,Strong
4258,54,F,163.6,61.0,33.4,65,116,23.2,13.1,19,116,Average
4259,26,M,173.3,77.4,17.3,83,118,52.1,21.8,58,261,Strong
4260,35,F,156.8,55.3,24.4,65,118,29.7,10.5,40,194,Average
4261,28,M,174.4,86.3,17.8,67,135,49.4,6.8,45,220,Average
4262,55,M,172.4,68.5,18.4,76,141,46.0,18.5,28,192,Average
4263,45,M,165.9,70.3,22.1,84,143,49.9,19.4,58,230,Strong
4264,62,F,156.5,61.3,40.2,87,136,27.5,18.5,11,119,Weak
4265,25,M,173.7,77.5,14.4,83,131,49.8,20.3,56,258,Good
4266,53,M,175.9,84.66,24.7,88,154,45.7,8.9,25,185,Weak
4267,31,M,172.0,78.5,17.1,80,130,51.3,15.3,60,250,Average
4268,28,M,167.9,62.1,14.0,62,110,45.3,19.0,55,238,Good
4269,31,M,185.6,84.4,15.8,70,129,50.0,12.6,49,228,Good
4270,60,M,162.7,79.7,32.6,88,134,26.8,7.7,24,167,Weak
4271,35,M,179.2,75.0,22.8,97,148,45.3,12.0,60,228,Good
4272,21,M,177.9,69.0,15.2,66,129,42.7,-3.5,45,185,Weak
4273,63,M,170.6,78.26,22.1,86,143,46.5,7.9,40,211,Good
4274,37,M,171.9,67.4,20.8,88,153,44.0,27.0,44,211,Good
4275,38,M,174.2,59.0,8.1,91,133,48.0,13.2,38,246,Average
4276,21,M,172.0,74.9,26.6,70,105,35.9,0.9,38,191,Weak
4277,49,M,170.9,75.8,28.3,91,135,28.9,-5.6,29,167,Weak
4278,25,M,172.0,74.0,20.0,72,143,51.4,12.2,47,230,Good
4279,42,M,169.3,65.1,20.8,81,122,42.0,25.3,49,219,Strong
4280,40,M,181.8,80.8,22.1,94,134,54.9,14.1,58,197,Average
4281,62,F,158.7,59.3,34.2,78,143,30.5,24.6,20,160,Strong
4282,56,F,158.0,67.2,36.3,89,136,27.1,16.9,15,138,Weak
4283,31,M,179.1,71.9,15.3482,92,123,47.1,11.7,54,242,Good
4284,38,F,149.1,60.96,40.4,66,106,22.5,8.7,7,139,Weak
4285,30,F,168.3,58.0,22.9,58,106,30.9,18.2,52,190,Strong
4286,50,M,173.0,71.7,19.8,76,124,42.7,8.0,33,226,Average
4287,37,M,179.5,103.7,24.1,91,131,40.9,7.0,32,217,Weak
4288,29,M,172.6,66.2,13.0,91,136,46.7,20.8,49,254,Good
4289,30,F,163.2,53.8,25.4,84,117,22.2,13.1,30,134,Average
4290,55,F,156.9,59.2,34.0,75,140,18.4,25.3,25,119,Good
4291,24,F,156.7,56.8,33.5,85,129,25.1,22.2,46,190,Strong
4292,27,M,174.0,72.7,24.7,83,141,40.3,20.1,56,220,Average
4293,31,F,160.0,54.9,26.1,80,120,33.2,19.3,56,210,Strong
4294,26,F,157.5,50.5,30.2,68,112,23.8,17.0,55,139,Good
4295,63,F,154.3,45.6,17.9,70,120,19.3,13.6,7,129,Average
4296,64,F,153.5,55.0,26.3,81,139,23.3,12.3,19,125,Average
4297,50,F,161.2,52.1,25.1,61,112,27.0,21.7,24,145,Strong
4298,37,F,161.0,62.7,29.7,80,123,24.8,31.2,15,128,Weak
4299,56,M,170.8,55.8,12.7,79,133,41.3,21.6,31,202,Good
4300,25,M,173.0,69.5,14.0,80,130,55.1,12.5,38,180,Average
4301,34,F,170.3,58.2,21.8,62,118,29.9,28.5,44,195,Strong
4302,23,F,173.3,57.8,26.9,65,109,25.4,22.8,46,176,Average
4303,51,F,159.6,74.6,44.8,81,130,26.6,20.7,13,114,Weak
4304,45,M,177.1,75.8,22.5,84,145,45.2,19.4,39,194,Good
4305,56,M,174.4,72.5,20.7,98,151,34.1,18.5,30,176,Good
4306,25,F,160.0,48.2,25.8,74,131,22.7,24.4,52,162,Strong
4307,59,M,167.0,64.9,18.7,83,134,37.5,9.0,38,176,Good
4308,25,M,176.8,74.74,19.2,73,133,46.8,23.4,55,234,Strong
4309,31,M,168.0,64.7,18.2,73,115,44.9,22.4,51,247,Strong
4310,41,M,170.9,79.2,24.2,98,144,47.4,4.0,28,199,Weak
4311,58,M,171.5,86.1,28.7,94,142,42.0,11.7,10,163,Weak
4312,31,M,179.6,76.9,17.1,88,152,52.7,23.2,54,235,Strong
4313,26,M,172.7,77.1,21.1,83,123,44.4,16.4,60,257,Good
4314,25,M,172.1,66.5,22.2,72,119,35.1,-14.8,27,190,Weak
4315,26,F,165.9,59.3,25.4,74,123,29.4,26.8,44,211,Strong
4316,59,F,158.5,56.2,28.34,67,121,31.8,19.8,31,137,Strong
4317,29,M,172.2,63.2,18.0,78,139,37.4,20.7,59,247,Good
4318,62,F,155.6,66.1,38.5,85,143,26.4,18.7,6,101,Weak
4319,25,F,165.8,55.4,34.5,71,101,28.1,20.6,19,152,Weak
4320,45,F,158.6,62.4,33.0,62,97,24.6,22.5,19,117,Average
4321,34,M,173.3,74.0,20.4,91,149,50.6,24.4,40,229,Average
4322,22,M,170.0,69.2,18.7,80,140,43.8,21.7,56,238,Strong
4323,59,M,166.4,64.5,22.3,91,155,36.6,17.6,38,189,Good
4324,37,M,170.8,64.66,16.5,94,151,50.6,14.9,53,221,Good
4325,48,M,162.1,73.82,24.3,67,100,41.2,23.0,49,187,Average
4326,25,M,177.2,70.7,14.9,90,141,48.9,19.2,52,227,Strong
4327,39,M,177.6,94.5,32.9,88,139,48.1,13.2,26,188,Weak
4328,31,F,168.1,59.3,16.3,73,118,28.5,22.5,42,174,Strong
4329,63,M,163.0,60.9,23.4,76,159,39.5,9.9,28,195,Good
4330,28,M,173.3,73.0,21.1,95,153,50.1,9.0,61,213,Average
4331,24,F,162.4,44.26,21.0,75,115,23.7,13.0,48,166,Average
4332,37,M,170.5,76.7,29.2,92,135,40.6,15.4,40,177,Weak
4333,26,M,184.0,84.0,18.4,67,112,60.0,18.5,53,235,Strong
4334,56,F,156.6,60.4,32.5,81,138,24.2,21.2,10,140,Average
4335,21,M,180.6,68.2,25.3,85,139,36.1,6.9,31,184,Weak
4336,44,M,175.6,72.1,15.5,85,150,44.6,12.5,40,228,Good
4337,25,F,167.1,59.5,21.9,78,117,36.2,18.7,58,195,Strong
4338,21,M,186.3,74.4,13.6,94,133,46.6,3.7,53,214,Weak
4339,24,F,166.2,57.1,26.5,81,122,32.9,21.5,44,169,Strong
4340,28,F,162.9,65.4,29.4,85,156,37.2,19.3,43,173,Strong
4341,21,M,175.0,64.1,14.8,70,120,39.7,24.7,61,240,Strong
4342,34,F,165.1,53.5,25.7,98,133,26.2,21.2,48,178,Strong
4343,22,F,167.3,55.3,21.3,89,134,35.1,24.7,40,176,Strong
4344,31,F,161.8,53.6,26.2,80,138,24.3,14.7,46,183,Good
4345,22,M,170.7,60.3,20.0,74,129,29.3,18.7,56,212,Average
4346,23,F,167.2,60.3,26.1,54,104,25.4,30.3,47,198,Strong
4347,61,M,173.5,71.0,17.6,90,149,51.2,11.7,38,174,Good
4348,21,M,180.6,89.4,24.6,83,144,43.2,18.9,33,203,Weak
4349,23,M,182.9,97.4,19.7,86,144,48.7,5.0,44,200,Weak
4350,46,M,170.1,55.8,11.1,83,132,42.2,17.5,57,208,Strong
4351,27,M,169.6,64.1,9.4,80,130,37.8,30.5,53,251,Good
4352,24,M,179.6,76.82,16.4,90,145,51.9,20.6,56,246,Strong
